Time (s),CQ,SQ,F0_Praat (Hz),F0_GCI (Hz),Glottal_Movement
59.211519274376414,0.4893218314991247,0.3048827325377897,NaN,NaN,NaN
59.21318594104308,NaN,NaN,NaN,299.99999999963336,NaN
59.214671201814056,NaN,NaN,114.06178567849737,NaN,NaN
59.21485260770975,0.5754647625038323,0.6073757468472701,NaN,NaN,NaN
59.217562358276645,NaN,NaN,NaN,184.5188284518861,NaN
59.22027210884354,0.4849814079397133,0.2656122941452419,NaN,NaN,NaN
59.221927437641725,NaN,NaN,NaN,302.05479452046103,NaN
59.22358276643991,0.5742897011343062,0.6065723934322472,NaN,NaN,NaN
59.22467120181406,NaN,NaN,114.4862730293822,NaN,NaN
59.226292517006804,NaN,NaN,NaN,184.5188284518861,NaN
59.2290022675737,0.48822817419273606,0.27049604593598303,NaN,NaN,NaN
59.230657596371884,NaN,NaN,NaN,302.05479452046103,NaN
59.23231292517007,0.5642860835371836,0.6144274542587206,NaN,NaN,NaN
59.23467120181406,NaN,NaN,114.75557237227883,NaN,NaN
59.235022675736964,NaN,NaN,NaN,184.5188284518861,NaN
59.23773242630386,0.4838247546084262,0.2536324202728427,NaN,NaN,NaN
59.23936507936508,NaN,NaN,NaN,306.25000000049613,NaN
59.2409977324263,0.5759557063101276,0.6060621436356564,NaN,NaN,NaN
59.243696145124716,NaN,NaN,NaN,185.29411764692532,NaN
59.24467120181406,NaN,NaN,115.09872186475661,NaN,NaN
59.24639455782313,0.4916787400362734,0.2706198978087806,NaN,NaN,NaN
59.24803854875283,NaN,NaN,NaN,304.13793103468333,NaN
59.24968253968254,0.5690628754123972,0.6046131109212599,NaN,NaN,NaN
59.25240362811792,NaN,NaN,NaN,183.74999999989782,NaN
59.25467120181406,NaN,NaN,114.82115235395777,NaN,NaN
59.25512471655329,0.5046310617289067,0.2844057005290536,NaN,NaN,NaN
59.25675736961451,NaN,NaN,NaN,306.25000000049613,NaN
59.258390022675734,0.5683032446334327,0.5928142926095173,NaN,NaN,NaN
59.26113378684807,NaN,NaN,NaN,182.23140495860585,NaN
59.26387755102041,0.4743056818917725,0.25235993871374734,NaN,NaN,NaN
59.26467120181406,NaN,NaN,115.0159599572286,NaN,NaN
59.26547619047619,NaN,NaN,NaN,312.7659574468518,NaN
59.26707482993197,0.575482076244379,0.6073875591950948,NaN,NaN,NaN
59.269784580498865,NaN,NaN,NaN,184.5188284518861,NaN
59.27249433106576,0.5169121952752203,0.29652198775317296,NaN,NaN,NaN
59.2741156462585,NaN,NaN,NaN,308.3916083917326,NaN
59.27467120181406,NaN,NaN,115.45512624321876,NaN,NaN
59.275736961451244,0.5712076914379444,0.5733645000824679,NaN,NaN,NaN
59.27843537414966,NaN,NaN,NaN,185.29411764692532,NaN
59.28113378684807,0.5153961361692238,0.3263003001870696,NaN,NaN,NaN
59.282766439909295,NaN,NaN,NaN,306.2499999998297,NaN
59.284399092970524,0.5728485083836535,0.605582594198778,NaN,NaN,NaN
59.28467120181406,NaN,NaN,115.36875024198376,NaN,NaN
59.28710884353742,NaN,NaN,NaN,184.5188284518861,NaN
59.28981859410431,0.5238549151939019,0.34174983147879867,NaN,NaN,NaN
59.29146258503401,NaN,NaN,NaN,304.13793103468333,NaN
59.29310657596372,0.5657148140319901,0.5892539147544826,NaN,NaN,NaN
59.29467120181406,NaN,NaN,114.44401370287027,NaN,NaN
59.29583900226757,NaN,NaN,NaN,182.987551867252,NaN
59.29857142857143,0.5129630655362817,0.33237736509070626,NaN,NaN,NaN
59.300226757369614,NaN,NaN,NaN,302.05479452046103,NaN
59.3018820861678,0.5593898407435322,0.5930525371699076,NaN,NaN,NaN
59.30467120181406,NaN,NaN,113.22952805321769,179.2682926829128,NaN
59.30746031746032,0.5101009205277256,0.32400124694873367,NaN,NaN,NaN
59.30910430839002,NaN,NaN,NaN,304.13793103468333,NaN
59.31074829931973,0.5680355194274709,0.597610676173221,NaN,NaN,NaN
59.31352607709751,NaN,NaN,NaN,179.99999999985675,NaN
59.31467120181406,NaN,NaN,112.72158564404326,NaN,NaN
59.31630385487529,0.4908117900755059,0.24642598002419813,NaN,NaN,NaN
59.317959183673466,NaN,NaN,NaN,302.05479452110933,NaN
59.31961451247165,0.573217772828564,0.6201409903750782,NaN,NaN,NaN
59.32242630385487,NaN,NaN,NaN,177.82258064517475,NaN
59.32467120181406,NaN,NaN,112.12205067585585,NaN,NaN
59.32523809523809,0.5161164870321533,0.3364564743938543,NaN,NaN,NaN
59.32689342403628,NaN,NaN,NaN,302.05479452046103,NaN
59.328548752834465,0.5543857117546648,0.6134717945616709,NaN,NaN,NaN
59.33140589569161,NaN,NaN,NaN,174.9999999998483,NaN
59.334263038548755,0.5095112002618846,0.3185189608310152,NaN,NaN,NaN
59.33467120181406,NaN,NaN,111.52249872144567,NaN,NaN
59.33589569160998,NaN,NaN,NaN,306.25000000049613,NaN
59.3375283446712,0.5502822520956043,0.6090380138304423,NaN,NaN,NaN
59.340374149659866,NaN,NaN,NaN,175.69721115532192,NaN
59.343219954648525,0.5112158424699712,0.31122503098747745,NaN,NaN,NaN
59.34467120181406,NaN,NaN,112.03930063899702,NaN,NaN
59.34482993197279,NaN,NaN,NaN,310.5633802814318,NaN
59.346439909297054,0.5364048806510898,0.5790372911278024,NaN,NaN,NaN
59.34925170068027,NaN,NaN,NaN,177.82258064517475,NaN
59.35206349206349,0.4887679373549644,0.23460462352277295,NaN,NaN,NaN
59.353639455782314,NaN,NaN,NaN,317.2661870503174,NaN
59.35467120181406,NaN,NaN,114.05543066663418,NaN,NaN
59.355215419501135,0.5397552791676784,0.5481240324301574,NaN,NaN,NaN
59.358004535147394,NaN,NaN,NaN,179.2682926829128,NaN
59.36079365079365,0.4934912519355281,0.23086368339027147,NaN,NaN,NaN
59.36234693877552,NaN,NaN,NaN,321.89781021884517,NaN
59.36390022675737,0.5145828024559923,0.5681507015781606,NaN,NaN,NaN
59.36467120181406,NaN,NaN,114.99917844944065,NaN,NaN
59.36675736961452,NaN,NaN,NaN,175.0000000000659,NaN
59.36961451247166,0.4482236950763886,0.2511231794533742,NaN,NaN,NaN
59.3712358276644,NaN,NaN,NaN,308.3916083917326,NaN
59.37285714285714,0.5528881831991537,0.5362348767774662,NaN,NaN,NaN
59.37462585034014,NaN,NaN,NaN,282.6923076925764,NaN
59.37467120181406,NaN,NaN,NaN,NaN,NaN
59.376394557823126,0.29157376311676364,0.5871700900512408,NaN,NaN,NaN
59.3812925170068,NaN,NaN,NaN,102.08333333327657,NaN
59.38467120181406,NaN,NaN,476.95985889150313,NaN,NaN
59.38619047619048,0.44798445539570186,0.3573911228205158,NaN,NaN,NaN
59.387687074829934,NaN,NaN,NaN,334.0909090909216,NaN
59.38918367346939,0.14546019669351493,0.6237318366615489,NaN,NaN,NaN
59.39467120181406,NaN,NaN,474.568580453493,NaN,Rise
59.39912698412698,NaN,NaN,NaN,50.285062713810625,NaN
59.40467120181406,NaN,NaN,488.7427059237991,NaN,NaN
59.40907029478458,0.4809338398987136,0.5561070393517676,NaN,NaN,NaN
59.41108843537415,NaN,NaN,NaN,247.7528089886808,NaN
59.41310657596372,NaN,0.7654571355778386,NaN,NaN,NaN
59.41467120181406,NaN,NaN,487.2936127011704,NaN,NaN
59.42467120181406,NaN,NaN,NaN,NaN,NaN
59.43467120181406,NaN,NaN,NaN,NaN,NaN
59.44467120181406,NaN,NaN,NaN,NaN,NaN
59.45467120181406,NaN,NaN,NaN,NaN,NaN
59.464671201814056,NaN,NaN,NaN,NaN,NaN
59.47467120181406,NaN,NaN,NaN,NaN,NaN
59.48467120181406,NaN,NaN,NaN,NaN,NaN
59.48763038548753,NaN,NaN,NaN,6.709265175718738,NaN
59.49467120181406,NaN,NaN,NaN,NaN,NaN
59.50467120181406,NaN,NaN,NaN,NaN,NaN
59.51467120181406,NaN,NaN,NaN,NaN,NaN
59.52467120181406,NaN,NaN,NaN,NaN,NaN
59.53467120181406,NaN,NaN,NaN,NaN,NaN
59.54467120181406,NaN,NaN,NaN,NaN,NaN
59.55467120181406,NaN,NaN,NaN,NaN,NaN
59.56215419501134,0.8757634307622482,-0.7276454111946973,NaN,NaN,NaN
59.56467120181406,NaN,NaN,NaN,NaN,NaN
59.57467120181406,NaN,NaN,NaN,NaN,NaN
59.579149659863944,NaN,NaN,NaN,29.419613075386835,NaN
59.58467120181406,NaN,NaN,NaN,NaN,NaN
59.59467120181406,NaN,NaN,NaN,NaN,NaN
59.59614512471655,0.31462516729416534,0.27713807032096593,NaN,NaN,NaN
59.60467120181406,NaN,NaN,NaN,NaN,NaN
59.609206349206346,NaN,NaN,NaN,38.28124999999954,NaN
59.61467120181406,NaN,NaN,NaN,NaN,NaN
59.62226757369614,0.05273779317999481,0.26684732294958485,NaN,NaN,NaN
59.62467120181406,NaN,NaN,NaN,NaN,NaN
59.63467120181406,NaN,NaN,NaN,NaN,NaN
59.64467120181406,NaN,NaN,NaN,NaN,NaN
59.65467120181406,NaN,NaN,NaN,NaN,NaN
59.66467120181406,NaN,NaN,NaN,NaN,NaN
59.67467120181406,NaN,NaN,NaN,NaN,NaN
59.68467120181406,NaN,NaN,NaN,NaN,NaN
59.69467120181406,NaN,NaN,NaN,NaN,NaN
59.697335600907024,NaN,NaN,NaN,6.660625283189713,NaN
59.70467120181406,NaN,NaN,NaN,NaN,NaN
59.714671201814056,NaN,NaN,NaN,NaN,NaN
59.72467120181406,NaN,NaN,NaN,NaN,NaN
59.73467120181406,NaN,NaN,NaN,NaN,NaN
59.74467120181406,NaN,NaN,NaN,NaN,NaN
59.75467120181406,NaN,NaN,NaN,NaN,NaN
59.76467120181406,NaN,NaN,NaN,NaN,NaN
59.772403628117914,NaN,0.4543038815366583,NaN,NaN,NaN
59.77467120181406,NaN,NaN,434.1291593602919,NaN,NaN
59.78467120181406,NaN,NaN,428.40782849579165,NaN,NaN
59.79467120181406,NaN,NaN,424.7632841236549,NaN,NaN
59.80467120181406,NaN,NaN,421.60994560941384,NaN,NaN
59.81467120181406,NaN,NaN,416.2081431532978,NaN,NaN
59.82467120181406,NaN,NaN,409.91437146709893,NaN,NaN
59.83467120181406,NaN,NaN,405.6528377004642,NaN,NaN
59.84467120181406,NaN,NaN,405.01673645902054,NaN,NaN
59.85467120181406,NaN,NaN,407.1364542610501,NaN,NaN
59.86467120181406,NaN,NaN,413.9424551375905,NaN,NaN
59.87467120181406,NaN,NaN,420.91669650232745,NaN,NaN
59.879931972789116,NaN,NaN,NaN,4.649936735554606,NaN
59.88467120181406,NaN,NaN,415.62186838602474,NaN,NaN
59.89467120181406,NaN,NaN,406.7328978897998,NaN,Fall
59.90467120181406,NaN,NaN,197.07081681778962,NaN,NaN
59.91467120181406,NaN,NaN,194.8550662858328,NaN,NaN
59.92467120181406,NaN,NaN,194.29770103929442,NaN,NaN
59.93467120181406,NaN,NaN,192.17588992371384,NaN,NaN
59.94467120181406,NaN,NaN,187.71433683516761,NaN,Rise
59.95467120181406,NaN,NaN,363.4439731702312,NaN,NaN
59.964671201814056,NaN,NaN,362.27460966996057,NaN,NaN
59.97467120181406,NaN,NaN,369.7053978335689,NaN,NaN
59.98467120181406,NaN,NaN,404.7007756363996,NaN,NaN
59.98746031746032,0.08356641977665134,0.296086519333762,NaN,NaN,NaN
59.99362811791383,NaN,NaN,NaN,81.06617647058985,NaN
59.99467120181406,NaN,NaN,409.4121251097172,NaN,NaN
59.99979591836735,NaN,0.8110155351729555,NaN,NaN,NaN
60.00467120181406,NaN,NaN,411.54150291129145,NaN,NaN
60.01467120181406,NaN,NaN,NaN,NaN,NaN
60.02467120181406,NaN,NaN,NaN,NaN,NaN
60.03467120181406,NaN,NaN,NaN,NaN,NaN
60.04467120181406,NaN,NaN,NaN,NaN,NaN
60.05467120181406,NaN,NaN,NaN,NaN,NaN
60.06467120181406,NaN,NaN,NaN,NaN,NaN
60.07467120181406,NaN,NaN,NaN,NaN,NaN
60.08467120181406,NaN,NaN,NaN,NaN,NaN
60.09467120181406,NaN,NaN,NaN,NaN,NaN
60.10467120181406,NaN,NaN,NaN,NaN,NaN
60.11467120181406,NaN,NaN,NaN,NaN,NaN
60.12467120181406,NaN,NaN,NaN,NaN,NaN
60.12901360544218,NaN,NaN,NaN,3.869439326138414,NaN
60.13467120181406,NaN,NaN,NaN,NaN,NaN
60.14467120181406,NaN,NaN,NaN,NaN,NaN
60.15467120181406,NaN,NaN,NaN,NaN,NaN
60.16467120181406,NaN,NaN,NaN,NaN,NaN
60.17467120181406,NaN,NaN,NaN,NaN,NaN
60.18467120181406,NaN,NaN,NaN,NaN,NaN
60.19467120181406,NaN,NaN,NaN,NaN,NaN
60.20467120181406,NaN,NaN,NaN,NaN,NaN
60.214671201814056,NaN,NaN,NaN,NaN,NaN
60.22467120181406,NaN,NaN,NaN,NaN,NaN
60.23467120181406,NaN,NaN,NaN,NaN,NaN
60.24467120181406,NaN,NaN,NaN,NaN,NaN
60.25467120181406,NaN,NaN,NaN,NaN,NaN
60.25823129251701,NaN,0.8903476900374411,NaN,NaN,NaN
60.26467120181406,NaN,NaN,NaN,NaN,NaN
60.27467120181406,NaN,NaN,NaN,NaN,NaN
60.28467120181406,NaN,NaN,NaN,NaN,NaN
60.29467120181406,NaN,NaN,NaN,NaN,NaN
60.30467120181406,NaN,NaN,NaN,NaN,NaN
60.31467120181406,NaN,NaN,NaN,NaN,NaN
60.32467120181406,NaN,NaN,NaN,NaN,NaN
60.33467120181406,NaN,NaN,NaN,NaN,NaN
60.34467120181406,NaN,NaN,NaN,NaN,NaN
60.35467120181406,NaN,NaN,NaN,NaN,NaN
60.36467120181406,NaN,NaN,NaN,NaN,NaN
60.37467120181406,NaN,NaN,NaN,NaN,NaN
60.38467120181406,NaN,NaN,NaN,NaN,NaN
60.39467120181406,NaN,NaN,NaN,NaN,NaN
60.40467120181406,NaN,NaN,NaN,NaN,NaN
60.41404761904762,NaN,NaN,NaN,3.208906352324824,NaN
60.41467120181406,NaN,NaN,NaN,NaN,NaN
60.42467120181406,NaN,NaN,NaN,NaN,NaN
60.43467120181406,NaN,NaN,NaN,NaN,NaN
60.44467120181406,NaN,NaN,NaN,NaN,NaN
60.45467120181406,NaN,NaN,NaN,NaN,NaN
60.464671201814056,NaN,NaN,NaN,NaN,NaN
60.47467120181406,NaN,NaN,NaN,NaN,NaN
60.48467120181406,NaN,NaN,NaN,NaN,NaN
60.49467120181406,NaN,NaN,NaN,NaN,NaN
60.50467120181406,NaN,NaN,NaN,NaN,NaN
60.51467120181406,NaN,NaN,NaN,NaN,NaN
60.52467120181406,NaN,NaN,NaN,NaN,NaN
60.53467120181406,NaN,NaN,NaN,NaN,NaN
60.54467120181406,NaN,NaN,NaN,NaN,NaN
60.55467120181406,NaN,NaN,NaN,NaN,NaN
60.56467120181406,NaN,NaN,NaN,NaN,NaN
60.569863945578234,0.28091154144967506,0.4573700637591404,NaN,NaN,NaN
60.57467120181406,NaN,NaN,NaN,NaN,NaN
60.578492063492064,NaN,NaN,NaN,57.950065703039336,NaN
60.58467120181406,NaN,NaN,NaN,NaN,NaN
60.58712018140589,0.396766311563473,0.6456980449788614,NaN,NaN,NaN
60.59066893424036,NaN,NaN,NaN,140.89456869002632,NaN
60.59421768707483,0.24169102041029678,0.6909740521033935,NaN,NaN,NaN
60.59467120181406,NaN,NaN,NaN,NaN,NaN
60.6024149659864,NaN,NaN,NaN,60.995850622417336,NaN
60.60467120181406,NaN,NaN,NaN,NaN,NaN
60.61061224489796,0.39785296901201433,0.628776660734364,NaN,NaN,NaN
60.61429705215419,NaN,NaN,NaN,135.69230769233855,NaN
60.61467120181406,NaN,NaN,NaN,NaN,NaN
60.61798185941043,0.1404172185410176,0.7117179748969341,NaN,NaN,NaN
60.62467120181406,NaN,NaN,NaN,NaN,NaN
60.633106575963716,NaN,NaN,NaN,33.05847076461775,NaN
60.63467120181406,NaN,NaN,NaN,NaN,NaN
60.64467120181406,NaN,NaN,NaN,NaN,NaN
60.648231292517,0.416943024438924,0.6893252287151211,NaN,NaN,NaN
60.65260770975057,NaN,NaN,NaN,114.24870466316051,NaN
60.65467120181406,NaN,NaN,438.457936678514,NaN,NaN
60.65698412698413,0.21036246358587388,0.7590717452900589,NaN,NaN,NaN
60.66467120181406,NaN,NaN,438.2676377133516,NaN,Rise
60.668616780045355,NaN,NaN,NaN,42.98245614035488,NaN
60.67467120181406,NaN,NaN,448.51400349293414,NaN,NaN
60.680249433106574,0.2977200011144382,0.7543449304937503,NaN,NaN,NaN
60.68467120181406,NaN,NaN,452.84417145440506,NaN,NaN
60.688310657596375,NaN,NaN,NaN,62.025316455687346,NaN
60.69467120181406,NaN,NaN,462.02929479219415,NaN,NaN
60.69637188208617,0.4687589517194253,0.6757913991121455,NaN,NaN,NaN
60.700102040816326,NaN,NaN,NaN,134.04255319155047,NaN
60.70383219954648,0.22083823580294604,0.7097948298783686,NaN,NaN,NaN
60.70467120181406,NaN,NaN,466.58581521502185,NaN,NaN
60.71409297052154,NaN,NaN,NaN,48.72928176794663,NaN
60.714671201814056,NaN,NaN,469.48538632751473,NaN,Fall
60.7243537414966,0.4618665557714708,0.747064539645261,NaN,NaN,NaN
60.72467120181406,NaN,NaN,447.96769327310074,NaN,NaN
60.72920634920635,NaN,NaN,NaN,103.03738317756938,NaN
60.7340589569161,0.3554610085330758,0.7695361741850564,NaN,NaN,NaN
60.73467120181406,NaN,NaN,443.8397440211965,NaN,NaN
60.74208616780045,NaN,NaN,NaN,62.28813559322017,NaN
60.74467120181406,NaN,NaN,441.9475186148576,NaN,NaN
60.75011337868481,0.3432042315488961,0.7809235346969235,NaN,NaN,NaN
60.75467120181406,NaN,NaN,431.82711330255916,NaN,NaN
60.75765306122449,NaN,NaN,NaN,66.31578947368054,NaN
60.76467120181406,NaN,NaN,397.3359630879352,NaN,NaN
60.765192743764175,0.23985517911615709,0.741159405294007,NaN,NaN,NaN
60.77467120181406,NaN,NaN,397.67152954224923,NaN,NaN
60.77541950113378,NaN,NaN,NaN,48.89135254990229,NaN
60.78467120181406,NaN,NaN,367.4973860141518,NaN,NaN
60.7856462585034,0.49930717369608674,0.7286212533049158,NaN,NaN,NaN
60.78982993197279,NaN,NaN,NaN,119.51219512194186,NaN
60.794013605442174,0.11723077093258485,0.7284573825523036,NaN,NaN,NaN
60.79467120181406,NaN,NaN,370.4292109916637,NaN,NaN
60.80467120181406,NaN,NaN,375.69919591191444,NaN,NaN
60.81467120181406,NaN,NaN,NaN,24.20417124039368,NaN
60.82467120181406,NaN,NaN,NaN,NaN,NaN
60.83467120181406,NaN,NaN,NaN,NaN,NaN
60.83532879818594,NaN,0.7238741488539271,NaN,NaN,NaN
60.84467120181406,NaN,NaN,NaN,NaN,NaN
60.85467120181406,NaN,NaN,NaN,NaN,NaN
60.86467120181406,NaN,NaN,NaN,NaN,NaN
60.87467120181406,NaN,NaN,NaN,NaN,NaN
60.88467120181406,NaN,NaN,NaN,NaN,NaN
60.89467120181406,NaN,NaN,NaN,NaN,NaN
60.90467120181406,NaN,NaN,NaN,NaN,NaN
60.91374149659864,NaN,NaN,NaN,6.376518218623476,NaN
60.91467120181406,NaN,NaN,NaN,NaN,NaN
60.92467120181406,NaN,NaN,NaN,NaN,NaN
60.93467120181406,NaN,NaN,NaN,NaN,NaN
60.94467120181406,NaN,NaN,NaN,NaN,NaN
60.95467120181406,NaN,NaN,NaN,NaN,NaN
60.964671201814056,NaN,NaN,NaN,NaN,NaN
60.97467120181406,NaN,NaN,NaN,NaN,NaN
60.98467120181406,NaN,NaN,NaN,NaN,NaN
60.99215419501134,0.41216397348835543,0.660470832089212,NaN,NaN,NaN
60.99467120181406,NaN,NaN,NaN,NaN,NaN
60.996043083900226,NaN,NaN,NaN,128.5714285714672,NaN
60.99993197278911,0.4784601940526034,0.6828907821011775,NaN,NaN,NaN
61.00467120181406,NaN,NaN,101.9755307287686,NaN,NaN
61.00486394557823,NaN,NaN,NaN,101.37931034482142,NaN
61.009795918367345,0.44350576961673194,0.7087149441546506,NaN,NaN,NaN
61.014535147392294,NaN,NaN,NaN,105.50239234444884,NaN
61.01467120181406,NaN,NaN,105.14377542253705,NaN,NaN
61.019274376417236,0.43137160490564275,0.7088788554450324,NaN,NaN,NaN
61.02414965986395,NaN,NaN,NaN,102.55813953489209,NaN
61.02467120181406,NaN,NaN,102.60925690445247,NaN,NaN
61.02902494331066,0.4245466562574354,0.7141696611714524,NaN,NaN,NaN
61.034070294784584,NaN,NaN,NaN,99.1011235955421,NaN
61.03467120181406,NaN,NaN,99.4996208051248,NaN,NaN
61.0391156462585,0.24542571563404675,0.7111709513957291,NaN,NaN,NaN
61.04467120181406,NaN,NaN,NaN,NaN,NaN
61.04807256235827,NaN,NaN,NaN,55.82278481012599,NaN
61.05467120181406,NaN,NaN,NaN,NaN,NaN
61.05702947845805,0.19114052511827967,0.7490303028342445,NaN,NaN,NaN
61.06467120181406,NaN,NaN,NaN,NaN,NaN
61.069319727891155,NaN,NaN,NaN,40.68265682656622,NaN
61.07467120181406,NaN,NaN,NaN,NaN,NaN
61.08160997732426,0.1664082319261698,0.6973724698143475,NaN,NaN,NaN
61.08467120181406,NaN,NaN,NaN,NaN,NaN
61.09421768707483,NaN,NaN,NaN,39.658273381289675,NaN
61.09467120181406,NaN,NaN,NaN,NaN,NaN
61.10467120181406,NaN,NaN,NaN,NaN,NaN
61.1068253968254,0.19394434964533783,0.6947035248823777,NaN,NaN,NaN
61.11467120181406,NaN,NaN,NaN,NaN,NaN
61.117165532879824,NaN,NaN,NaN,48.35526315790108,NaN
61.12467120181406,NaN,NaN,NaN,NaN,NaN
61.12750566893424,0.48321779754079464,0.7145572137780446,NaN,NaN,NaN
61.131122448979596,NaN,NaN,NaN,138.24451410656562,NaN
61.13467120181406,NaN,NaN,NaN,NaN,NaN
61.134739229024945,0.17380083885496303,0.6737025239867,NaN,NaN,NaN
61.14467120181406,NaN,NaN,NaN,NaN,NaN
61.14673469387755,NaN,NaN,NaN,41.68241965973841,NaN
61.15467120181406,NaN,NaN,NaN,NaN,NaN
61.15873015873016,0.25256417946339305,0.7067118772289082,NaN,NaN,NaN
61.16467120181406,NaN,NaN,NaN,NaN,NaN
61.16638321995465,NaN,NaN,NaN,65.33333333331785,NaN
61.17403628117914,0.4585027656697292,0.7171755108530672,NaN,NaN,NaN
61.17467120181406,NaN,NaN,NaN,NaN,NaN
61.17858276643991,NaN,NaN,NaN,109.97506234421279,NaN
61.18312925170068,0.15366783396460404,0.6955535551975236,NaN,NaN,NaN
61.18467120181406,NaN,NaN,NaN,NaN,NaN
61.19467120181406,NaN,NaN,NaN,NaN,NaN
61.19863945578231,NaN,NaN,NaN,32.2368421052637,NaN
61.20467120181406,NaN,NaN,NaN,NaN,NaN
